product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last,optical_code_Encoded,optical_code_numerical_only,optical_code_numerical_only_Encoded,colorimetrie,transparency,teinte,colorimetrie_Encoded,transparency_Encoded,teinte_Encoded,longeur_mm,height,height_encoded
yaourt,False,72,W023007,True,False,False,False,2024-11-14 14:42:39.088900,2024-11-14 14:42:39.112542,3622.0,023007,428.0,W,023,007,0,23.0,7.0,52.54,"[40, 70]",2
journal,False,346,B034062,True,True,True,True,2024-11-14 14:55:35.971233,2024-11-14 14:55:35.976688,355.0,034062,870.0,B,034,062,2,34.0,62.0,12.12,>= 200,5
dechet,False,88,T042118,True,True,False,False,2024-11-14 14:55:19.199132,2024-11-14 14:55:19.239432,2917.0,042118,1289.0,T,042,118,1,42.0,118.0,89.56,"[70, 110]",3
tetrapak,False,66,B050008,True,False,False,False,2024-11-14 14:41:14.981041,2024-11-14 14:41:15.010344,732.0,050008,1690.0,B,050,008,2,50.0,8.0,65.12,"[40, 70]",2
bouteille_t,False,173,T041099,True,False,False,False,2024-11-14 14:48:14.150298,2024-11-14 14:48:14.178843,2898.0,041099,1237.0,T,041,099,1,41.0,99.0,63.43,"[40, 70]",2
canette,True,61,S032004,True,True,False,False,2024-11-14 14:42:21.816892,2024-11-14 14:42:21.841735,2451.0,032004,753.0,S,032,004,3,32.0,4.0,55.21,"[70, 110]",3
bouteille_t,False,171,T069060,True,False,False,False,2024-11-14 14:42:26.184466,2024-11-14 14:42:26.216915,3376.0,069060,2584.0,T,069,060,1,69.0,60.0,72.11,"[40, 70]",2
bouteille_b,False,116,W013005,True,False,False,False,2024-11-14 14:48:31.464950,2024-11-14 14:48:31.501192,3543.0,013005,147.0,W,013,005,0,13.0,5.0,80.54,"[40, 70]",2
journal,False,9,B047059,True,True,True,True,2024-11-14 14:49:30.735530,2024-11-14 14:49:30.920026,668.0,047059,1551.0,B,047,059,2,47.0,59.0,409.99,>= 200,5
carton_grand,False,195,B093024,False,False,False,False,2024-11-14 14:45:02.622194,2024-11-14 14:45:02.790455,1854.0,093024,3165.0,B,093,024,2,93.0,24.0,373.91,"[0, 40]",1
canette,True,60,S041004,True,True,False,False,2024-11-14 14:46:31.801781,2024-11-14 14:46:31.852294,2517.0,041004,1192.0,S,041,004,3,41.0,4.0,112.25,"[70, 110]",3
bouteille_b,False,70,W010004,True,True,True,False,2024-11-14 14:41:41.464380,2024-11-14 14:41:41.476706,3509.0,010004,90.0,W,010,004,0,10.0,4.0,27.39,"[110, 200]",4
yaourt,False,38,W046012,True,True,False,False,2024-11-14 14:44:00.186776,2024-11-14 14:44:00.207575,3939.0,046012,1475.0,W,046,012,0,46.0,12.0,46.22,"[70, 110]",3
tetrapak,False,54,B054010,True,False,False,False,2024-11-14 14:48:11.424723,2024-11-14 14:48:11.453166,843.0,054010,1892.0,B,054,010,2,54.0,10.0,63.21,"[40, 70]",2
carton_petit,False,102,B068023,True,True,True,False,2024-11-14 14:46:08.040036,2024-11-14 14:46:08.095004,1300.0,068023,2541.0,B,068,023,2,68.0,23.0,122.15,"[110, 200]",4
carton_petit,False,77,B072007,True,False,False,False,2024-11-14 14:52:26.264239,2024-11-14 14:52:26.301249,1390.0,072007,2660.0,B,072,007,2,72.0,7.0,82.24,"[40, 70]",2
carton_petit,False,93,B057029,True,True,True,False,2024-11-14 14:41:49.737070,2024-11-14 14:41:49.774744,948.0,057029,2058.0,B,057,029,2,57.0,29.0,83.72,"[110, 200]",4
tetrapak,False,32,B096009,True,False,False,False,2024-11-14 14:44:53.341372,2024-11-14 14:44:53.362887,1900.0,096009,3211.0,B,096,009,2,96.0,9.0,47.81,"[40, 70]",2
tetrapak,False,62,B065008,True,False,False,False,2024-11-14 14:50:29.539024,2024-11-14 14:50:29.558562,1205.0,065008,2419.0,B,065,008,2,65.0,8.0,43.42,"[40, 70]",2
tetrapak,False,77,B075006,True,True,False,False,2024-11-14 14:51:20.424468,2024-11-14 14:51:20.446875,1458.0,075006,2738.0,B,075,006,2,75.0,6.0,49.79,"[70, 110]",3
bouteille_b,False,219,W011005,True,False,False,False,2024-11-14 14:55:05.894251,2024-11-14 14:55:05.940401,3521.0,011005,106.0,W,011,005,0,11.0,5.0,102.56,"[40, 70]",2
canette,True,72,S018005,True,True,False,False,2024-11-14 14:50:31.777019,2024-11-14 14:50:31.807186,2343.0,018005,267.0,S,018,005,3,18.0,5.0,67.04,"[70, 110]",3
bouteille_t,False,56,T054067,True,True,False,False,2024-11-14 14:42:17.546428,2024-11-14 14:42:17.640447,3174.0,054067,1922.0,T,054,067,1,54.0,67.0,208.93,"[70, 110]",3
conserve,True,74,S040005,True,True,True,False,2024-11-14 14:46:45.861754,2024-11-14 14:46:45.889831,2511.0,040005,1147.0,S,040,005,3,40.0,5.0,62.39,"[110, 200]",4
bouteille_t,False,44,T049070,True,False,False,False,2024-11-14 14:49:07.109875,2024-11-14 14:49:07.200019,3069.0,049070,1669.0,T,049,070,1,49.0,70.0,200.32,"[40, 70]",2
conserve,True,98,S031004,True,True,False,False,2024-11-14 14:52:23.808745,2024-11-14 14:52:23.852032,2444.0,031004,714.0,S,031,004,3,31.0,4.0,96.19,"[70, 110]",3
journal,False,404,B039043,True,True,True,False,2024-11-14 14:56:22.368608,2024-11-14 14:56:22.373434,448.0,039043,1112.0,B,039,043,2,39.0,43.0,10.72,"[110, 200]",4
dechet,False,234,B063022,True,True,True,True,2024-11-14 14:55:36.603215,2024-11-14 14:55:36.604744,1146.0,063022,2345.0,B,063,022,2,63.0,22.0,3.4,>= 200,5
journal,False,303,B034056,False,False,False,False,2024-11-14 14:54:11.722208,2024-11-14 14:54:11.824980,354.0,034056,869.0,B,034,056,2,34.0,56.0,228.38,"[0, 40]",1
tetrapak,False,33,B100008,True,False,False,False,2024-11-14 14:46:02.606794,2024-11-14 14:46:02.629136,1966.0,100008,3277.0,B,100,008,2,100.0,8.0,49.65,"[40, 70]",2
carton_grand,False,159,B051012,True,True,True,False,2024-11-14 14:50:52.911105,2024-11-14 14:50:52.913435,770.0,051012,1750.0,B,051,012,2,51.0,12.0,5.18,"[110, 200]",4
carton_petit,False,65,B102023,True,True,False,False,2024-11-14 14:45:53.561740,2024-11-14 14:45:53.604414,2007.0,102023,3319.0,B,102,023,2,102.0,23.0,94.83,"[70, 110]",3
dechet,False,5,B030011,True,True,True,False,2024-11-14 14:53:43.213283,2024-11-14 14:53:43.289435,284.0,030011,681.0,B,030,011,2,30.0,11.0,169.23,"[110, 200]",4
journal,False,435,B061067,True,True,True,True,2024-11-14 14:43:34.614154,2024-11-14 14:43:34.618163,1096.0,061067,2270.0,B,061,067,2,61.0,67.0,8.91,>= 200,5
yaourt,False,49,W045007,True,False,False,False,2024-11-14 14:52:08.763783,2024-11-14 14:52:08.788211,3919.0,045007,1409.0,W,045,007,0,45.0,7.0,54.28,"[40, 70]",2
journal,False,12,B041044,True,True,True,True,2024-11-14 14:42:33.245384,2024-11-14 14:42:33.374203,496.0,041044,1214.0,B,041,044,2,41.0,44.0,286.26,>= 200,5
carton_grand,False,180,B099014,False,False,False,False,2024-11-14 14:51:20.656924,2024-11-14 14:51:20.752367,1952.0,099014,3263.0,B,099,014,2,99.0,14.0,212.1,"[0, 40]",1
carton_grand,False,289,B083017,False,False,False,False,2024-11-14 14:46:56.265340,2024-11-14 14:46:56.399897,1645.0,083017,2950.0,B,083,017,2,83.0,17.0,299.02,"[0, 40]",1
bouteille_t,False,196,T044068,True,False,False,False,2024-11-14 14:47:26.662721,2024-11-14 14:47:26.696385,2950.0,044068,1380.0,T,044,068,1,44.0,68.0,74.81,"[40, 70]",2
carton_grand,False,191,B059010,True,True,True,True,2024-11-14 14:44:35.424018,2024-11-14 14:44:35.426440,1011.0,059010,2156.0,B,059,010,2,59.0,10.0,5.38,>= 200,5
dechet,False,219,B087013,False,False,False,False,2024-11-14 14:51:13.460833,2024-11-14 14:51:13.550619,1725.0,087013,3034.0,B,087,013,2,87.0,13.0,199.52,"[0, 40]",1
bouteille_b,False,200,W007005,True,False,False,False,2024-11-14 14:46:46.693314,2024-11-14 14:46:46.725564,3478.0,007005,48.0,W,007,005,0,7.0,5.0,71.67,"[40, 70]",2
dechet,False,120,B013056,True,True,False,False,2024-11-14 14:48:23.437807,2024-11-14 14:48:23.480355,47.0,013056,161.0,B,013,056,2,13.0,56.0,94.55,"[70, 110]",3
canette,True,98,S024004,True,False,False,False,2024-11-14 14:45:36.420989,2024-11-14 14:45:36.442765,2386.0,024004,454.0,S,024,004,3,24.0,4.0,48.39,"[40, 70]",2
yaourt,False,55,W049009,True,False,False,False,2024-11-14 14:49:09.693033,2024-11-14 14:49:09.719231,3968.0,049009,1639.0,W,049,009,0,49.0,9.0,58.22,"[40, 70]",2
yaourt,False,58,W055007,True,False,False,False,2024-11-14 14:48:26.529161,2024-11-14 14:48:26.562692,4023.0,055007,1940.0,W,055,007,0,55.0,7.0,74.51,"[40, 70]",2
dechet,False,105,B023063,True,True,True,False,2024-11-14 14:42:46.924874,2024-11-14 14:42:46.976200,195.0,023063,446.0,B,023,063,2,23.0,63.0,114.06,"[110, 200]",4
yaourt,False,86,W028010,True,False,False,False,2024-11-14 14:50:29.445548,2024-11-14 14:50:29.465825,3684.0,028010,598.0,W,028,010,0,28.0,10.0,45.06,"[40, 70]",2
carton_petit,False,103,B104031,True,False,False,False,2024-11-14 14:44:44.576691,2024-11-14 14:44:44.611935,2046.0,104031,3358.0,B,104,031,2,104.0,31.0,78.32,"[40, 70]",2
journal,False,316,B058032,False,False,False,False,2024-11-14 14:48:25.398005,2024-11-14 14:48:25.449237,985.0,058032,2112.0,B,058,032,2,58.0,32.0,113.85,"[0, 40]",1
carton_grand,False,183,B060016,False,False,False,False,2024-11-14 14:43:01.519133,2024-11-14 14:43:01.681447,1042.0,060016,2204.0,B,060,016,2,60.0,16.0,360.7,"[0, 40]",1
conserve,True,79,S037006,True,True,True,False,2024-11-14 14:45:35.358403,2024-11-14 14:45:35.399690,2490.0,037006,985.0,S,037,006,3,37.0,6.0,91.75,"[110, 200]",4
carton_grand,False,186,B076020,False,False,False,False,2024-11-14 14:53:48.445292,2024-11-14 14:53:48.618527,1496.0,076020,2779.0,B,076,020,2,76.0,20.0,384.97,"[0, 40]",1
carton_grand,False,5,B076016,True,True,True,True,2024-11-14 14:54:09.152557,2024-11-14 14:54:09.209820,1492.0,076016,2775.0,B,076,016,2,76.0,16.0,127.25,>= 200,5
dechet,False,98,T032060,True,False,False,False,2024-11-14 14:53:52.457693,2024-11-14 14:53:52.489469,2704.0,032060,776.0,T,032,060,1,32.0,60.0,70.61,"[40, 70]",2
dechet,False,127,B022020,True,True,False,False,2024-11-14 14:44:42.792498,2024-11-14 14:44:42.828274,170.0,022020,404.0,B,022,020,2,22.0,20.0,79.5,"[70, 110]",3
bouteille_b,False,154,W010004,True,True,False,False,2024-11-14 14:57:11.136606,2024-11-14 14:57:11.157022,3509.0,010004,90.0,W,010,004,0,10.0,4.0,45.37,"[70, 110]",3
carton_grand,False,302,B083014,True,True,True,True,2024-11-14 14:44:56.804734,2024-11-14 14:44:56.806373,1642.0,083014,2947.0,B,083,014,2,83.0,14.0,3.64,>= 200,5
carton_petit,False,99,B058025,True,False,False,False,2024-11-14 14:56:58.704701,2024-11-14 14:56:58.753007,983.0,058025,2109.0,B,058,025,2,58.0,25.0,107.35,"[40, 70]",2
tetrapak,False,56,B063007,True,False,False,False,2024-11-14 14:55:22.413463,2024-11-14 14:55:22.441938,1132.0,063007,2330.0,B,063,007,2,63.0,7.0,63.28,"[40, 70]",2
dechet,False,4,B076012,True,True,True,False,2024-11-14 14:43:12.002538,2024-11-14 14:43:12.093305,1488.0,076012,2771.0,B,076,012,2,76.0,12.0,201.7,"[110, 200]",4
dechet,False,109,B029048,True,True,False,False,2024-11-14 14:54:01.413822,2024-11-14 14:54:01.449330,277.0,029048,655.0,B,029,048,2,29.0,48.0,78.91,"[70, 110]",3
conserve,True,89,S044006,True,True,False,False,2024-11-14 14:45:06.169821,2024-11-14 14:45:06.225791,2539.0,044006,1354.0,S,044,006,3,44.0,6.0,124.38,"[70, 110]",3
canette,True,118,S034003,True,False,False,False,2024-11-14 14:51:12.803128,2024-11-14 14:51:12.843096,2465.0,034003,846.0,S,034,003,3,34.0,3.0,88.82,"[40, 70]",2
canette,True,64,S029003,True,True,False,False,2024-11-14 14:50:27.504201,2024-11-14 14:50:27.535400,2428.0,029003,634.0,S,029,003,3,29.0,3.0,69.33,"[70, 110]",3
bouteille_b,False,63,W005004,True,False,False,False,2024-11-14 14:42:06.748194,2024-11-14 14:42:06.817201,3463.0,005004,30.0,W,005,004,0,5.0,4.0,153.35,"[40, 70]",2
conserve,True,131,S036003,True,True,False,False,2024-11-14 14:46:06.081244,2024-11-14 14:46:06.126402,2480.0,036003,927.0,S,036,003,3,36.0,3.0,100.35,"[70, 110]",3
dechet,False,94,B022031,True,True,False,False,2024-11-14 14:41:48.458345,2024-11-14 14:41:48.481491,173.0,022031,407.0,B,022,031,2,22.0,31.0,51.44,"[70, 110]",3
journal,False,204,B039071,False,False,False,False,2024-11-14 14:46:36.147125,2024-11-14 14:46:36.290624,459.0,039071,1128.0,B,039,071,2,39.0,71.0,318.89,"[0, 40]",1
bouteille_t,False,68,T037122,True,True,True,True,2024-11-14 14:53:23.097202,2024-11-14 14:53:23.136071,2808.0,037122,1029.0,T,037,122,1,37.0,122.0,86.38,>= 200,5
carton_petit,False,114,B090025,True,True,False,False,2024-11-14 14:46:35.877892,2024-11-14 14:46:35.908636,1793.0,090025,3103.0,B,090,025,2,90.0,25.0,68.32,"[70, 110]",3
carton_petit,False,103,B061014,True,True,False,False,2024-11-14 14:50:15.147518,2024-11-14 14:50:15.188004,1077.0,061014,2251.0,B,061,014,2,61.0,14.0,89.97,"[70, 110]",3
carton_grand,False,5,B089015,True,True,True,False,2024-11-14 14:48:00.925928,2024-11-14 14:48:01.081351,1769.0,089015,3079.0,B,089,015,2,89.0,15.0,345.38,"[110, 200]",4
bouteille_t,False,60,T065102,True,True,False,False,2024-11-14 14:55:00.852949,2024-11-14 14:55:00.926041,3336.0,065102,2443.0,T,065,102,1,65.0,102.0,162.43,"[70, 110]",3
canette,True,53,S040003,True,True,False,False,2024-11-14 14:56:36.457012,2024-11-14 14:56:36.510843,2509.0,040003,1145.0,S,040,003,3,40.0,3.0,119.62,"[70, 110]",3
yaourt,False,47,W043007,True,False,False,False,2024-11-14 14:43:35.207681,2024-11-14 14:43:35.239025,3895.0,043007,1301.0,W,043,007,0,43.0,7.0,69.65,"[40, 70]",2
bouteille_b,False,70,W010006,True,False,False,False,2024-11-14 14:52:33.193362,2024-11-14 14:52:33.283075,3511.0,010006,92.0,W,010,006,0,10.0,6.0,199.36,"[40, 70]",2
tetrapak,False,68,B079006,True,False,False,False,2024-11-14 14:55:52.929688,2024-11-14 14:55:52.966727,1551.0,079006,2847.0,B,079,006,2,79.0,6.0,82.31,"[40, 70]",2
carton_grand,False,275,B070018,True,True,True,False,2024-11-14 14:51:10.873556,2024-11-14 14:51:10.875704,1346.0,070018,2602.0,B,070,018,2,70.0,18.0,4.77,"[110, 200]",4
carton_petit,False,79,B065021,True,False,False,False,2024-11-14 14:56:21.306779,2024-11-14 14:56:21.344304,1217.0,065021,2431.0,B,065,021,2,65.0,21.0,83.39,"[40, 70]",2
conserve,True,102,S019007,True,False,False,False,2024-11-14 14:50:23.518696,2024-11-14 14:50:23.564179,2351.0,019007,298.0,S,019,007,3,19.0,7.0,101.07,"[40, 70]",2
dechet,False,90,T029098,True,True,False,False,2024-11-14 14:53:28.064890,2024-11-14 14:53:28.099268,2668.0,029098,666.0,T,029,098,1,29.0,98.0,76.4,"[70, 110]",3
canette,True,133,S027006,True,False,False,False,2024-11-14 14:51:47.820691,2024-11-14 14:51:47.848466,2414.0,027006,555.0,S,027,006,3,27.0,6.0,61.72,"[40, 70]",2
conserve,True,72,S019006,True,True,True,False,2024-11-14 14:51:39.652670,2024-11-14 14:51:39.693576,2350.0,019006,297.0,S,019,006,3,19.0,6.0,90.9,"[110, 200]",4
carton_petit,False,82,B117027,True,True,False,False,2024-11-14 14:51:57.591068,2024-11-14 14:51:57.621196,2191.0,117027,3503.0,B,117,027,2,117.0,27.0,66.95,"[70, 110]",3
bouteille_b,False,55,W014005,True,False,False,False,2024-11-14 14:45:49.149434,2024-11-14 14:45:49.211412,3552.0,014005,169.0,W,014,005,0,14.0,5.0,137.73,"[40, 70]",2
bouteille_b,False,193,W009005,True,False,False,False,2024-11-14 14:49:20.020579,2024-11-14 14:49:20.061898,3498.0,009005,75.0,W,009,005,0,9.0,5.0,91.82,"[40, 70]",2
yaourt,False,42,W027007,True,False,False,False,2024-11-14 14:50:55.075554,2024-11-14 14:50:55.105893,3667.0,027007,556.0,W,027,007,0,27.0,7.0,67.42,"[40, 70]",2
canette,True,68,S032006,True,False,False,False,2024-11-14 14:44:10.238961,2024-11-14 14:44:10.272362,2453.0,032006,755.0,S,032,006,3,32.0,6.0,74.22,"[40, 70]",2
conserve,True,90,S026004,True,True,True,False,2024-11-14 14:42:14.941230,2024-11-14 14:42:14.998466,2403.0,026004,518.0,S,026,004,3,26.0,4.0,127.19,"[110, 200]",4
bouteille_t,False,45,T056088,True,False,False,False,2024-11-14 14:50:28.572945,2024-11-14 14:50:28.682761,3217.0,056088,2031.0,T,056,088,1,56.0,88.0,244.04,"[40, 70]",2
carton_grand,False,228,B053013,False,False,False,False,2024-11-14 14:49:31.937395,2024-11-14 14:49:32.027223,827.0,053013,1850.0,B,053,013,2,53.0,13.0,199.62,"[0, 40]",1
bouteille_b,False,109,W012005,True,True,False,False,2024-11-14 14:51:34.493601,2024-11-14 14:51:34.528395,3533.0,012005,130.0,W,012,005,0,12.0,5.0,77.32,"[70, 110]",3
yaourt,False,66,W035014,True,False,False,False,2024-11-14 14:44:19.325497,2024-11-14 14:44:19.352272,3784.0,035014,900.0,W,035,014,0,35.0,14.0,59.5,"[40, 70]",2
tetrapak,False,51,B078005,True,False,False,False,2024-11-14 14:52:14.008556,2024-11-14 14:52:14.028261,1530.0,078005,2818.0,B,078,005,2,78.0,5.0,43.79,"[40, 70]",2
canette,True,44,S031003,True,True,True,False,2024-11-14 14:56:28.763830,2024-11-14 14:56:28.785666,2443.0,031003,713.0,S,031,003,3,31.0,3.0,48.52,"[110, 200]",4
bouteille_b,False,170,W016005,True,True,False,False,2024-11-14 14:47:37.849414,2024-11-14 14:47:37.884190,3572.0,016005,220.0,W,016,005,0,16.0,5.0,77.28,"[70, 110]",3
conserve,True,107,S030003,True,True,False,False,2024-11-14 14:57:31.880660,2024-11-14 14:57:31.918398,2435.0,030003,673.0,S,030,003,3,30.0,3.0,83.86,"[70, 110]",3
yaourt,False,42,W023010,True,True,False,False,2024-11-14 14:41:27.945105,2024-11-14 14:41:27.972078,3624.0,023010,431.0,W,023,010,0,23.0,10.0,59.94,"[70, 110]",3
journal,False,10,B051070,True,True,True,True,2024-11-14 14:51:06.237951,2024-11-14 14:51:06.335045,793.0,051070,1776.0,B,051,070,2,51.0,70.0,215.76,>= 200,5
conserve,True,127,S036006,True,True,False,False,2024-11-14 14:56:50.691768,2024-11-14 14:56:50.726408,2483.0,036006,930.0,S,036,006,3,36.0,6.0,76.98,"[70, 110]",3
tetrapak,False,49,B065013,True,True,False,False,2024-11-14 14:48:39.006235,2024-11-14 14:48:39.037324,1210.0,065013,2424.0,B,065,013,2,65.0,13.0,69.09,"[70, 110]",3
carton_grand,False,164,B068016,False,False,False,False,2024-11-14 14:45:22.035067,2024-11-14 14:45:22.151563,1296.0,068016,2537.0,B,068,016,2,68.0,16.0,258.88,"[0, 40]",1
dechet,False,75,T046051,True,False,False,False,2024-11-14 14:48:14.378389,2024-11-14 14:48:14.417035,2995.0,046051,1492.0,T,046,051,1,46.0,51.0,85.88,"[40, 70]",2
dechet,False,94,T037100,True,True,False,False,2024-11-14 14:42:22.230398,2024-11-14 14:42:22.271184,2805.0,037100,1026.0,T,037,100,1,37.0,100.0,90.64,"[70, 110]",3
dechet,False,96,B022023,True,True,True,False,2024-11-14 14:50:02.797600,2024-11-14 14:50:02.839969,171.0,022023,405.0,B,022,023,2,22.0,23.0,94.15,"[110, 200]",4
journal,False,308,B042077,True,True,True,True,2024-11-14 14:41:30.569755,2024-11-14 14:41:30.574937,519.0,042077,1283.0,B,042,077,2,42.0,77.0,11.52,>= 200,5
journal,False,297,B044080,False,False,False,False,2024-11-14 14:45:45.696935,2024-11-14 14:45:45.820100,571.0,044080,1385.0,B,044,080,2,44.0,80.0,273.7,"[0, 40]",1
journal,False,320,B075007,False,False,False,False,2024-11-14 14:55:47.826092,2024-11-14 14:55:47.951530,1459.0,075007,2739.0,B,075,007,2,75.0,7.0,278.75,"[0, 40]",1
dechet,False,78,B008056,True,True,True,False,2024-11-14 14:56:29.783642,2024-11-14 14:56:29.836159,13.0,008056,68.0,B,008,056,2,8.0,56.0,116.7,"[110, 200]",4
tetrapak,False,62,B079008,False,False,False,False,2024-11-14 14:46:35.448567,2024-11-14 14:46:35.470671,1553.0,079008,2849.0,B,079,008,2,79.0,8.0,49.12,"[0, 40]",1
canette,True,68,S028005,True,False,False,False,2024-11-14 14:44:27.845959,2024-11-14 14:44:27.891424,2422.0,028005,593.0,S,028,005,3,28.0,5.0,101.03,"[40, 70]",2
journal,False,10,B067064,True,True,True,True,2024-11-14 14:42:47.982638,2024-11-14 14:42:48.133592,1282.0,067064,2514.0,B,067,064,2,67.0,64.0,335.45,>= 200,5
bouteille_t,False,165,T058079,True,False,False,False,2024-11-14 14:49:43.595114,2024-11-14 14:49:43.632503,3249.0,058079,2137.0,T,058,079,1,58.0,79.0,83.09,"[40, 70]",2
dechet,False,63,W042009,True,True,False,False,2024-11-14 14:41:17.155021,2024-11-14 14:41:17.185728,3882.0,042009,1254.0,W,042,009,0,42.0,9.0,68.24,"[70, 110]",3
carton_grand,False,4,B074017,True,True,True,False,2024-11-14 14:53:09.377644,2024-11-14 14:53:09.523720,1446.0,074017,2720.0,B,074,017,2,74.0,17.0,324.61,"[110, 200]",4
journal,False,283,B049056,True,True,True,True,2024-11-14 14:51:06.589592,2024-11-14 14:51:06.594684,723.0,049056,1663.0,B,049,056,2,49.0,56.0,11.32,>= 200,5
journal,False,9,B050043,True,True,True,True,2024-11-14 14:54:11.652548,2024-11-14 14:54:11.797528,750.0,050043,1709.0,B,050,043,2,50.0,43.0,322.18,>= 200,5
tetrapak,False,56,B071008,True,False,False,False,2024-11-14 14:57:37.374720,2024-11-14 14:57:37.395802,1363.0,071008,2630.0,B,071,008,2,71.0,8.0,46.85,"[40, 70]",2
bouteille_t,False,56,T070110,True,False,False,False,2024-11-14 14:45:35.137036,2024-11-14 14:45:35.223789,3387.0,070110,2621.0,T,070,110,1,70.0,110.0,192.78,"[40, 70]",2
bouteille_b,False,91,W006007,True,False,False,False,2024-11-14 14:47:41.555314,2024-11-14 14:47:41.655011,3473.0,006007,42.0,W,006,007,0,6.0,7.0,221.55,"[40, 70]",2
journal,False,327,B054025,False,False,False,False,2024-11-14 14:49:34.579700,2024-11-14 14:49:34.693949,851.0,054025,1901.0,B,054,025,2,54.0,25.0,253.89,"[0, 40]",1
conserve,True,107,S033003,True,True,True,False,2024-11-14 14:51:18.344590,2024-11-14 14:51:18.386791,2457.0,033003,796.0,S,033,003,3,33.0,3.0,93.78,"[110, 200]",4
carton_grand,False,140,B088010,False,False,False,False,2024-11-14 14:52:29.737601,2024-11-14 14:52:29.838914,1744.0,088010,3054.0,B,088,010,2,88.0,10.0,225.14,"[0, 40]",1
dechet,False,70,B015062,True,True,False,False,2024-11-14 14:56:42.724673,2024-11-14 14:56:42.746313,72.0,015062,210.0,B,015,062,2,15.0,62.0,48.09,"[70, 110]",3
carton_petit,False,109,B086023,True,True,True,False,2024-11-14 14:50:20.813476,2024-11-14 14:50:20.850166,1712.0,086023,3021.0,B,086,023,2,86.0,23.0,81.53,"[110, 200]",4
carton_grand,False,270,B080014,True,True,True,True,2024-11-14 14:51:49.385358,2024-11-14 14:51:49.387101,1576.0,080014,2874.0,B,080,014,2,80.0,14.0,3.87,>= 200,5
bouteille_t,False,163,T056081,True,False,False,False,2024-11-14 14:44:58.424399,2024-11-14 14:44:58.448481,3215.0,056081,2029.0,T,056,081,1,56.0,81.0,53.52,"[40, 70]",2
tetrapak,False,37,B070006,True,False,False,False,2024-11-14 14:54:36.166547,2024-11-14 14:54:36.204729,1335.0,070006,2591.0,B,070,006,2,70.0,6.0,84.85,"[40, 70]",2
